Timestamp,Close,High,Low,Open,Volume,WeightedAverage
1588300200,208.99489817,209.61316492,208.87417878,209.36459923,83723.506777,209.26440878
1588301100,210.08602998,210.16472589,208.95348681,208.95348681,42200.8015212,209.84375257
1588302000,209.27742081,210.29056546,209.23774962,210.1337948,56847.83732382,209.92150777
1588302900,209.00120046,209.21766045,208.37121153,209.21766045,125702.6974835,208.72650464
1588303800,208.32571339,209.21670011,208.32571339,208.96294459,67959.83787151,208.8971777
1588304700,208.69240056,209.06706084,207.92920912,208.36027092,80325.36038626,208.51965974
1588305600,209.93750851,210.19297081,208.92058817,209.0465481,129453.87798215,209.74330501
1588306500,210.722,210.89,209.79100016,209.79100016,99265.50624379,210.37197994
1588307400,211.37817013,211.96565262,210.6702,210.87704683,66043.72513995,211.28795443
1588308300,212.01488114,212.41124577,211.1490003,211.73480644,62503.62936318,211.67646254
1588309200,211.59460002,212.30982582,211.56245043,212.30982582,66414.9231838,211.90767842
1588310100,214.2,214.38451778,211.49118713,211.68464268,175669.52998908,213.55045626
1588311000,213.09551589,214.889,213.09551589,214.16595487,145228.3307464,214.29419376
1588311900,214.45267666,214.45267666,212.51688823,213.18371862,147997.47319006,213.44701022
1588312800,213.5035476,214.27096791,212.82303127,214.27096791,125495.19163298,213.49954222
1588313700,212.86294828,213.63408984,212.49893592,213.3226548,52033.39878232,212.97272304
1588314600,213.67346361,213.78576809,212.90300125,212.90300125,37421.36494256,213.4679003
1588315500,212.9201613,213.86878914,212.9201613,213.3907,60383.76819707,213.499758
1588316400,213.22162884,213.64892669,213.06348647,213.06348647,79220.24634037,213.32770232
1588317300,210.54126343,213.07070007,209.9196,213.07070007,275402.79476986,211.37805427
1588318200,211.84977374,211.97194582,210.3285444,210.3285444,81429.64619634,211.34241699
1588319100,212.49893592,212.49893592,211.58291379,211.66175417,12693.910042,211.86595922
1588320000,212.4202911,212.93953968,212.25183261,212.67,65130.53903796,212.66790189
1588320900,211.592493,212.9807932,211.56777576,212.51062627,116733.33721042,211.91768104
1588321800,212.29641806,212.31765158,211.62876607,211.66710916,178286.8576128,211.98648307
1588322700,213.06008787,213.36567115,212.26333155,212.28610894,109186.77396527,212.87490589
1588323600,213.42492118,214.20381352,213.21125014,213.21125014,77793.46260414,213.67845895
1588324500,213.02130543,213.88361667,212.97464912,213.58503739,82773.47816565,213.54264365
1588325400,214.06725102,214.06725102,212.72840338,213.12408472,109447.33670815,213.40933604
1588326300,214.49882427,214.66683526,213.67340776,213.96377488,106076.26790999,214.22187719
1588327200,214.30104746,215.0,213.92195517,214.51859769,126435.91971612,214.5202041
1588328100,213.54755792,214.39316967,213.50027123,214.27199817,106341.54724302,213.88740262
1588329000,213.11612562,213.99869999,213.11612562,213.67091728,118530.76577399,213.79511087
1588329900,214.63898455,214.63898455,213.11647652,213.11647652,91853.01582411,214.07534304
1588330800,214.11875322,214.81898737,214.11875322,214.80824409,95255.38897602,214.45831505
1588331700,216.008896,216.05799995,214.09733833,214.09733833,159239.36661321,214.94610982
1588332600,216.45185606,217.14,215.64220001,216.0514702,238766.60723941,216.28098721
1588333500,215.22305318,216.64673923,213.86863954,216.64673923,303637.91085742,214.98946108
1588334400,214.40571305,215.47715088,214.15952931,215.22305318,257545.05081043,214.85076595
1588335300,212.92790268,214.53034898,212.69135028,214.50348793,334354.60969704,213.47962794
1588336200,211.67258213,213.01111973,211.0,212.88587007,228950.66151869,212.01312721
1588337100,212.70066309,212.87785778,211.94954813,211.94954813,116511.32740023,212.5142121
1588338000,212.72581722,213.68129999,212.5182348,212.90888225,122919.91671511,213.17969799
1588338900,211.46403376,213.37667245,211.3415,212.85918357,152874.1469276,212.05791561
1588339800,211.23944496,211.82611517,210.09641036,211.42484361,277584.94564405,211.02335978
1588340700,210.80054222,212.36722831,210.66731636,211.30270823,183493.99391462,211.61299929
1588341600,210.63510668,210.96371023,209.53880001,210.96371023,208026.46767326,210.21345155
1588342500,211.29585963,211.38601513,210.47758386,210.5,200934.56423277,210.94921112
1588343400,210.99682696,211.54466884,210.22098293,211.47764375,109518.45420484,210.88198376
1588344300,212.02647322,212.32569275,210.76568561,210.84120006,133478.5568922,211.77086002
1588345200,212.2412111,212.75371827,211.73232907,211.90104136,164284.34788531,212.2448527
1588346100,211.30021504,212.26242848,211.30021504,212.26242848,168759.55841987,211.76221865
1588347000,210.36102875,211.45269998,210.15208229,211.13322065,153827.22967748,210.59320411
1588347900,209.91280665,210.68550726,209.777,210.21838684,159228.77256053,210.34621684
1588348800,210.86268748,210.95725925,208.33435626,209.777,247741.64234229,209.77502333
1588349700,210.16010761,211.15407631,210.07046494,210.78891603,132159.38151474,210.52975974
1588350600,210.04600586,210.20513267,209.40354648,210.20513267,153875.28815736,209.72431678
1588351500,210.00770468,210.80627962,209.79493977,210.1614909,159966.42630176,210.4624924
1588352400,209.93640014,210.65676877,209.60888588,209.8763773,106442.13286814,210.04164649
1588353300,209.70930001,210.19999999,209.50929722,209.95593714,73202.03013498,209.84123274
1588354200,209.97404853,210.13846293,209.28187762,209.79322175,157366.35699295,209.67614363
1588355100,210.83637165,210.85335468,210.09694904,210.09694904,157824.51150271,210.50657629
1588356000,210.96890181,211.4047424,210.76608255,210.83637166,67340.53139978,211.0088312
1588356900,211.23269329,211.85,210.80260003,210.85082445,72461.62853181,211.57570889
1588357800,210.7046165,211.74065462,210.2863878,211.31096029,57065.72464282,210.85721473
1588358700,210.03530535,210.71855629,209.95188285,210.2958496,55100.27399977,210.21611598
1588359600,209.47250668,210.13935424,209.31436523,209.91979823,138559.68036183,209.63818614
1588360500,210.17642926,210.17642926,209.50705503,209.5244467,82787.5185494,209.68028962
1588361400,209.85234492,210.35605328,209.66309133,210.12387993,101599.15580165,210.13666379
1588362300,209.21604748,209.91346036,208.73735299,209.91346036,78775.94310913,209.13308552
1588363200,209.39719198,209.7361059,209.0136,209.39765946,54396.80750528,209.34740959
1588364100,209.1959291,209.6518051,208.8,209.387574,77174.90500103,209.2023236
1588365000,209.33359056,209.33359056,208.2569,209.11179325,32085.4924827,208.71505721
1588365900,209.92776533,210.05389931,208.63370663,209.2610219,22098.91249971,209.55208199
1588366800,210.17,210.557979,209.85447132,209.85447132,86505.06721732,210.29346274
1588367700,210.47,210.47,210.08988034,210.1383265,30007.54124304,210.33249897
1588368600,212.22679999,212.27659645,210.36089082,210.40203419,22071.8992526,210.68894781
1588369500,212.3563025,212.43886544,211.7325506,212.0623735,25140.96427995,212.07092006
1588370400,212.17879342,212.46889993,211.60491811,212.36000004,58452.65298381,211.95642545
1588371300,211.55891196,212.27543872,211.46460002,212.27543872,149191.78115429,211.8382738
1588372200,212.15432754,212.15432754,211.29373871,211.61912896,151265.49013144,211.60974111
1588373100,211.96480074,212.31182819,211.78727259,212.16766429,10790.54932431,211.94617744
1588374000,213.23,213.5,211.855,211.98657144,68745.83583202,212.61072456
1588374900,213.6618161,213.69058367,212.6679,212.94690042,43426.67932949,213.12269047
1588375800,212.79016611,213.74265121,212.4,213.74265121,48701.15862656,212.88768562
1588376700,212.06762153,212.90783951,211.84044148,212.64062619,32886.02220203,212.25232255
1588377600,211.97220003,212.28028294,211.05936226,211.93390261,73389.90640896,211.53807946
1588378500,211.74246256,212.14299172,211.52410005,211.90469999,38224.67731282,211.7851543
1588379400,212.53397683,213.15268252,211.76906681,211.76906681,25754.32533032,212.67905997
1588380300,212.76246537,213.32771392,212.6239066,212.62796032,24810.68627056,212.95763505
1588381200,212.48058126,212.9689965,212.37468656,212.76246993,24106.72631243,212.56909651
1588382100,212.19272391,212.54819275,211.78149205,212.27911559,79808.02045491,212.21434091
1588383000,212.75776579,212.86810572,211.84531387,212.3357881,57944.04012408,212.41997825
1588383900,212.18580241,212.8784986,212.02750189,212.61343748,60497.54270102,212.50321147
1588384800,211.66441534,212.16763869,211.38740188,212.14994254,48186.14392556,211.81790292
1588385700,211.92345073,211.92345073,211.30990542,211.49106123,34108.44795365,211.53385095
1588386600,212.26536988,212.42946026,211.58443172,212.01214052,31673.87928105,211.89843252
1588387500,212.18638879,212.66849347,212.17362358,212.30237391,13361.371356,212.40494345
1588388400,212.05036788,212.23415194,211.78504224,212.13303895,20414.85581668,212.06998908
1588389300,212.64203432,212.66,212.08455061,212.08455061,13742.65395275,212.45622731
1588390200,213.1428875,213.29240883,212.53831502,212.53831502,65766.03608163,213.05353855
1588391100,213.04358597,213.36567115,212.7,213.33367827,97232.88061949,212.99341435
1588392000,213.17222342,213.70714376,212.99150232,213.0236524,90750.91293548,213.25476362
1588392900,212.50956306,213.356,212.50956306,213.09697419,45589.43483056,213.01926318
1588393800,212.56,212.90228758,212.50956307,212.50956307,14599.77869451,212.68813616
1588394700,212.79760648,212.79760648,212.31879922,212.49893592,29279.27886184,212.56672392
1588395600,212.53281454,212.86381248,212.19,212.8626429,26910.99790398,212.48186326
1588396500,212.26483002,212.52300958,212.11193751,212.20362814,39554.26527534,212.29532117
1588397400,212.23684153,212.71318737,212.09004945,212.2800274,30562.05012981,212.2928408
1588398300,212.68228798,212.86381248,212.22951739,212.33,36910.81751629,212.68467399
1588399200,212.94019094,213.04009809,212.62465125,212.67566825,81314.6346484,212.87179471
1588400100,212.82982388,213.06005882,212.65145716,212.88874607,30656.2302114,212.87249862
1588401000,212.71034927,212.89532222,212.57471175,212.865,31593.1492271,212.80794583
1588401900,212.47764547,212.77917293,212.35050752,212.77917292,39917.45890134,212.44233051
1588402800,212.25122787,212.47764547,210.06284459,212.47764547,531645.71683709,211.30148848
1588403700,212.30845015,212.48831358,212.01750771,212.38406791,44781.53426119,212.24608696
1588404600,211.6054051,212.30845015,211.5685067,212.24790656,40926.38111824,211.73112293
1588405500,211.03323022,211.60119998,210.65167245,211.49766311,40414.26544725,211.28421165
1588406400,211.30414154,211.59972239,210.26896906,211.05,44517.06551119,211.13687007
1588407300,211.19197749,211.89999999,211.08100311,211.29357818,54510.97039172,211.55966989
1588408200,210.8840687,211.68678048,210.8840687,211.23120889,16012.70791442,211.19127047
1588409100,210.76383821,211.255,210.38188226,210.77602056,46197.0374254,210.85818737
1588410000,211.405232,211.405232,210.74418399,210.74418399,18594.09734762,211.08686714
1588410900,212.0290816,212.065,211.19493268,211.2676615,23108.57955358,211.8267794
1588411800,211.63777775,212.0290816,211.4,212.0290816,59402.20064194,211.65748113
1588412700,211.9130294,211.9130294,211.43652854,211.63777775,11161.16918303,211.77975642
1588413600,211.95900088,212.27892507,211.86262301,212.09179996,13769.99166222,212.06008322
1588414500,212.2467639,212.40396594,211.98888819,212.27892507,33703.75476471,212.16463012
1588415400,212.27059944,212.47550007,211.91047256,212.2467639,41790.62829258,212.25014166
1588416300,212.12338938,212.48612311,211.61925,212.23854265,103678.0391105,211.96001164
1588417200,212.29899997,212.69168699,212.20939084,212.20939084,167999.08035888,212.46651847
1588418100,213.06659887,213.12353742,212.37903442,212.39932137,42798.84028209,212.7725741
1588419000,212.76134467,213.05,212.58126985,213.04999999,24825.37936994,212.88557058
1588419900,212.38024319,212.98752162,212.38024319,212.98752162,15994.24727788,212.57459052
1588420800,212.80316543,212.92865887,212.15713608,212.15713608,3359.41242669,212.77128285
1588421700,213.17922388,213.58362079,213.07574323,213.099694,52472.89256096,213.26659307
1588422600,213.01882771,213.39247395,212.77341734,213.30402494,130878.30727117,213.05405727
1588423500,212.5184848,213.06409994,212.36740915,213.06409994,20874.51505195,212.62969701
1588424400,212.7496179,213.07068565,212.51725526,212.51725526,34311.75217223,212.76110023
1588425300,212.57688428,212.77527108,212.40499832,212.77527108,33735.2158386,212.55900648
1588426200,212.86707292,212.93367422,212.57688428,212.57688429,11771.86929571,212.72933024
1588427100,213.1646244,213.1646244,212.55301854,212.80847004,3030.39237688,212.93051136
1588428000,213.3827879,214.0,213.26005676,213.36567115,45445.008227,213.67004585
1588428900,212.8652716,213.49271134,212.8652716,213.2906676,53621.74470144,213.20171978
1588429800,213.16966562,213.53353236,213.02453933,213.18435908,61196.85616768,213.27404362
1588430700,213.40571664,213.85359159,213.36571264,213.42037813,94068.2271974,213.56964424
1588431600,213.51128334,214.0,213.11789694,213.1872527,73904.22149698,213.60136079
1588432500,212.29340003,213.64619999,212.29340003,213.64619999,119220.39597695,212.89185317
1588433400,212.16178336,212.3896,211.844097,212.20749115,96391.81487841,212.09698814
1588434300,213.06871784,213.06871784,212.09316189,212.30572794,25478.49963398,212.71400635
1588435200,213.47351499,213.84410189,212.67063533,213.05806597,74746.28651353,213.22021504
1588436100,213.92184499,213.92184499,213.21584033,213.45646469,62855.8769388,213.69222293
1588437000,214.6982,215.063854,213.99,213.99,182799.14390317,214.75360744
1588437900,214.20630597,215.27891784,214.00000002,214.82700346,104017.90023549,214.93100811
1588438800,213.71944976,214.79344254,213.66601328,214.25908912,88157.22281788,214.11913219
1588439700,214.2308851,214.3947386,213.75931437,213.75931437,30620.16777712,213.98553691
1588440600,214.24427666,214.415,213.97016544,214.01775674,63623.9031288,214.33582495
1588441500,214.51828394,214.51828394,213.947327,214.34,28641.93961221,214.08436812
1588442400,212.39048286,214.395,211.63190002,214.395,226612.70713361,212.34501711
1588443300,212.52069401,212.77767877,211.94727798,212.279,100662.75410889,212.53333378
1588444200,212.82488877,213.0,212.405,212.405,50296.34767731,212.77187233
1588445100,212.465,213.05169998,212.21631361,212.82489243,81136.68108233,212.5871062
1588446000,212.62,212.66,212.09343861,212.34413554,84795.5370606,212.3571905
1588446900,212.13,212.73929283,212.01060199,212.51762548,77592.61298095,212.40723365
1588447800,212.495,212.72739991,211.73730007,212.08418927,201448.58606719,212.25199938
1588448700,213.60656698,213.67935622,212.32,212.45346258,80041.42911054,213.04070381
1588449600,213.2135855,213.55339194,212.98456678,213.55339194,48209.71267243,213.23231503
1588450500,213.40104278,213.42327004,212.94161918,213.25,3485.8081641,213.18360585
1588451400,213.7,213.93350966,213.34078119,213.41271084,57658.21052861,213.64141594
1588452300,213.935,213.97,213.66432118,213.66432118,25906.80916044,213.8581988
1588453200,213.445,214.09515859,213.40433753,213.985,23623.63376107,213.70262397
1588454100,213.4,213.87999974,213.38,213.405,11271.47259621,213.61119222
1588455000,213.775,213.775,213.11418051,213.405,20930.72911162,213.4432957
1588455900,213.66,213.91627935,213.66,213.785,3412.04760235,213.79426789
1588456800,213.295,213.84,213.19821173,213.65,41255.93946462,213.63263116
1588457700,213.29300334,213.73285211,213.29300334,213.34671936,69765.27191243,213.48640331
1588458600,213.77951869,213.84459091,213.19071279,213.34670854,33022.72411056,213.48510055
1588459500,214.04,214.04,213.42878578,213.66,14624.96487025,213.76006787
1588460400,214.125,214.38189681,213.77090002,213.96399601,122971.54414167,214.13309513
1588461300,213.98802286,214.22320089,213.79549596,213.97139376,47053.02472063,214.03989161
1588462200,213.65725072,214.2065352,213.49,213.87672959,54117.32888673,213.91817516
1588463100,213.69914758,214.21237565,213.6572507,213.6572507,56320.57576191,213.99775819
1588464000,213.84861802,214.19009406,213.50476979,213.99210849,51074.30071502,213.98192152
1588464900,215.62636616,215.62636616,213.95178455,213.95178455,73981.67731842,214.92193476
1588465800,217.40835733,217.60989999,215.68857119,215.68857119,490020.63345466,217.01298333
1588466700,217.33060941,217.7467,216.86965042,217.34914924,172515.97566588,217.21267454
1588467600,218.28259419,219.15489998,217.44241809,217.44241809,324405.5451721,218.44961494
1588468500,217.71823443,218.437694,217.2627063,218.41649279,171550.31432144,217.59364804
1588469400,217.00090555,217.73531348,216.15158487,217.73531348,175471.98820684,216.87432764
1588470300,217.10476131,217.57075466,216.79141049,217.07435732,26004.31873484,217.08558958
1588471200,218.09786864,218.09786864,216.84400709,216.96015321,50188.09481408,217.63281551
1588472100,217.76378978,217.96598437,217.3464201,217.96598437,61788.94455544,217.57746954
1588473000,217.4434905,217.76378978,216.86810873,217.76378978,74079.12954722,217.0815794
1588473900,216.63286101,217.3768321,216.63286101,217.31,57078.10825129,216.97913874
1588474800,217.53599922,217.53599922,216.6,216.6,53468.30366649,217.25727988
1588475700,217.32077684,217.52548388,217.0,217.52548388,70985.0680193,217.34365127
1588476600,217.9705612,217.97143309,217.24,217.24,23832.67517586,217.72610964
1588477500,218.01258557,218.40650232,217.93459277,218.06474967,53142.25137004,218.34125646
1588478400,217.67186791,218.34103408,217.43950321,218.00133438,67555.35599486,217.92613419
1588479300,218.0,218.0,217.54971258,217.54971258,32622.27671781,217.82884344
1588480200,217.28321825,217.9039988,217.28321825,217.9039988,48174.88795741,217.68551851
1588481100,217.28680133,217.69792904,217.0944,217.16805525,24397.58771671,217.40895675
1588482000,216.36033811,217.35127151,216.22942627,217.28680133,49941.6130647,216.83063525
1588482900,217.35160539,217.35160539,216.35409383,216.35409383,62613.40312104,216.99740816
1588483800,216.99730595,217.44,216.99730595,217.13019671,21786.55226291,217.19815616
1588484700,216.64883078,217.03301075,216.46236763,216.94497174,79521.37906694,216.64743374
1588485600,213.13318068,216.5,212.3840701,216.5,473080.37323572,214.13544751
1588486500,213.3697433,213.9683023,212.84935854,212.90858352,144619.22553534,213.5231463
1588487400,214.20911175,214.20911175,213.17020521,213.17020521,101991.14019791,213.63255974
1588488300,213.90039794,214.36985689,213.51246044,214.13471162,56073.68647122,213.98358246
1588489200,214.44555137,214.62068338,213.63855668,213.75160059,84474.90095771,214.2361984
1588490100,213.51093836,214.57563884,213.39107996,214.33085302,93783.65210642,213.87527721
1588491000,214.18987731,214.18987731,213.28294902,213.36567115,40772.93123471,213.8451871
1588491900,213.81830901,214.15160072,213.38144229,214.15160072,74606.97596126,213.63258263
1588492800,214.06859424,214.09000001,213.13386971,213.50920806,108891.7916193,213.59349373
1588493700,214.32301713,214.37881295,213.77804694,213.93043168,15798.96477764,214.1782115
1588494600,214.14552489,214.54975002,213.96075673,214.54975002,50852.78935708,214.37421345
1588495500,214.37755958,214.78474875,214.30692357,214.32956164,59171.75755787,214.71152038
1588496400,214.95616739,215.13031679,214.71339126,214.71339126,81863.4260516,214.92068307
1588497300,214.66158008,214.95027691,214.40952079,214.94010247,77461.81066205,214.69555059
1588498200,214.82810309,214.87980231,214.43807958,214.77282069,33020.49294443,214.65758539
1588499100,215.31999999,215.60129589,214.87980231,214.87980231,90535.43752038,215.20720107
1588500000,215.08319731,215.762,215.0564061,215.51402395,72138.99670745,215.56714304
1588500900,214.08487257,215.2288,214.08487257,215.01864359,84619.71779878,214.73901936
1588501800,214.48177419,214.69719137,214.06681488,214.11616803,75092.09961817,214.31279191
1588502700,213.8656155,214.38599998,213.23297924,214.26275677,204511.2065984,213.85075901
1588503600,214.32561308,214.49072447,213.73789081,213.84378986,56513.78836398,214.31082255
1588504500,214.81887921,215.0420407,214.50580761,214.50580761,91586.89976906,214.79149812
1588505400,214.68007251,214.81160812,214.49,214.68642635,59752.40983049,214.62039332
1588506300,214.12278369,214.50193305,213.97766575,214.49072721,71140.53736773,214.2314375
1588507200,213.56556012,214.0671129,213.29753888,214.0671129,173031.77400087,213.72495321
1588508100,212.47230003,213.75814541,212.17858199,213.58834089,300327.22693516,212.93924888
1588509000,213.08478985,213.19280643,211.0,212.34829251,202095.53333081,211.63451445
1588509900,212.9287998,213.35241206,212.70757666,213.13224965,116484.46064223,213.0264977
1588510800,211.9309156,212.67727093,211.53170004,212.67727093,197427.88438794,212.06819796
1588511700,211.68560503,211.83605784,211.06880002,211.83390649,254591.11937798,211.43223396
1588512600,212.21471055,212.42787885,211.08219327,211.63988926,82164.33738162,211.69797158
1588513500,212.52963096,213.0312,211.80060568,212.20095939,59069.20588924,212.59315187
1588514400,211.66818465,212.42723909,211.01055256,212.42723909,109104.14595194,211.6873329
1588515300,211.74687957,212.14598742,211.66818547,211.6787678,93526.66069098,211.90295096
1588516200,210.26,211.689,209.94242774,211.689,104839.68773052,210.95980277
1588517100,207.88191169,210.62688115,207.40230001,210.20732739,436637.45011253,208.60031231
1588518000,207.74709021,207.88191169,205.07416147,207.88191169,477925.16586823,206.19836809
1588518900,208.80077099,209.11479999,207.32853817,208.0,267642.79834358,208.09695415
1588519800,208.45804758,209.2077686,208.42677957,208.89651926,42951.431708,208.73828621
1588520700,208.26708495,208.81297069,207.21870592,208.53103186,139593.45398786,208.03975017
1588521600,209.21728072,209.59316326,207.06649982,208.06899819,131402.56220852,208.54122479
1588522500,209.15849485,209.59316326,208.82352941,209.08640285,40195.6278006,209.2715222
1588523400,208.53079,209.52107787,208.45710009,209.08889645,112896.42320236,208.90003995
1588524300,208.8615461,209.11945488,208.24570765,208.60699016,28192.14135602,208.65593351
1588525200,209.33307533,209.61914599,208.55986436,208.82507555,28754.98013284,209.27742658
1588526100,209.43066859,209.43066859,209.0292419,209.13566151,30959.59146693,209.13062084
1588527000,208.38010646,209.29637075,208.33983271,209.29637075,23825.7805323,208.91416192
1588527900,208.1543426,208.7854942,207.05882352,208.65836388,112486.61132044,207.659443
1588528800,208.60706501,208.74539145,207.71837649,207.83511569,97201.85148971,208.33510433
1588529700,209.00932347,209.023,208.31065151,208.46837951,30211.78131153,208.56364648
1588530600,208.36332202,208.91716039,208.32186052,208.84768318,15857.80761696,208.56184079
1588531500,208.10024979,208.48023946,207.84678323,208.26526442,62741.72160484,208.03241424
1588532400,208.55864805,208.75486637,207.91319619,208.05953872,40505.65439847,208.53440264
1588533300,208.30350903,209.05660929,208.23529411,208.70591085,61014.14009465,208.80540186
1588534200,208.25714059,208.65507224,208.25714059,208.25764154,38196.93560741,208.48231072
1588535100,208.864719,209.02909983,208.43994543,208.43994543,41245.43763005,208.72452598
1588536000,208.76379538,209.06706083,208.12577679,208.88912543,69468.08282339,208.55566482
1588536900,207.88891631,208.6637521,207.64705882,208.6637521,107716.34470226,208.08886692
1588537800,207.02797748,207.97305165,206.65204368,207.97305165,36851.3981801,207.19742383
1588538700,207.8518783,207.8848954,206.88214307,207.07064313,34540.18884166,207.17393337
1588539600,207.62127613,207.80516496,207.28216291,207.80516496,6418.57534313,207.55014829
1588540500,208.0612776,208.0612776,207.53417643,207.6506675,8022.08750334,207.73242176
1588541400,209.77311888,209.77311888,208.21778745,208.21778745,63901.49222104,209.02603166
1588542300,209.39499999,210.57073296,208.97415599,209.77311891,82946.06921781,210.13691845
1588543200,210.83429781,211.38217683,209.6343,209.6343,34992.67902044,211.06495736
1588544100,211.00800995,211.3409193,210.05374559,210.73048032,105900.71398544,210.75775585
1588545000,210.21126981,211.18188041,210.01476934,210.94689806,38186.07545653,210.47428248
1588545900,210.02098864,210.71621403,209.69779825,210.28284663,132548.40421166,210.01952892
1588546800,209.73527028,210.480608,209.54,210.16863977,67716.31323242,209.82945572
1588547700,209.9387,210.16154783,209.25595248,209.58000001,114969.04710654,209.83660196
1588548600,209.90451082,210.47947774,209.63158485,210.04999384,64592.55673376,209.97310253
1588549500,209.81369241,209.9617692,209.51590382,209.841,15010.16589719,209.79863007
1588550400,210.31581307,210.4200049,209.75836815,209.90436342,75107.53016204,210.19401105
1588551300,209.86356284,210.57764791,209.57672805,210.403,93278.87380612,210.13660557
1588552200,208.51738585,209.70149552,208.05287946,209.70149552,217713.62657033,208.55598854
1588553100,207.80170001,208.59740533,207.54435962,208.57567422,191115.99695833,208.16730373
1588554000,207.57669659,208.707707,207.54269928,207.71832133,88202.56113186,208.18325863
1588554900,204.0,207.38367192,202.76014229,207.38367192,911195.08281882,205.2876257
1588555800,204.72632576,205.1288743,203.6,204.40686708,326576.79616766,204.29685174
1588556700,203.47975169,204.73740416,202.0,204.59382585,233193.13157014,203.46798695
1588557600,204.19850907,204.63523328,202.94117647,203.62181823,188560.55512556,204.0094666
1588558500,204.3552743,204.40738277,203.73638379,204.39998744,82335.68859943,204.09355943
1588559400,204.53849107,205.11565026,204.41112529,204.41112529,51256.50289937,204.78639799
1588560300,203.54141599,204.57853403,203.3,204.57853403,33437.65943009,203.46324576
1588561200,203.73298066,204.40492989,203.67589252,203.82954706,127554.33977348,204.08266149
1588562100,203.28380491,203.86379983,202.87472503,203.79410052,164030.1434085,203.37872443
1588563000,203.53386342,203.85246819,202.82348435,203.09393346,61419.98356051,203.52175302
1588563900,203.49098272,203.88235509,203.20984,203.31283197,52831.93518896,203.69854011
1588564800,201.74689783,203.52150954,201.227,203.52150954,287812.11242708,202.00305523
1588565700,200.52164807,201.52107641,200.4,201.31322896,240767.85836118,201.00317376
1588566600,199.20881227,200.5,197.33000001,200.3486041,346393.18598045,198.91507758
